-1.352097144000000029e+00	-1.182378656000000028e+00	1.015177441000000069e+00	1.818623512999999914e+00	8.535343027999999777e-01	1.635752957000000007e+00	1.878512390999999893e+00	8.965834628000000084e-01	2.145096801999999858e+00	-9.174134468000000320e-01	1.203045375999999944e+00
-7.024609456000000529e-01	-3.315898635000000261e-02	-4.337445191000000033e-01	1.870438508999999971e+00	1.330106240000000106e+00	-8.499785653000000440e-01	4.842831176999999876e-01	6.677835136000000171e-02	-3.213374065999999862e-01	2.908120284999999861e-01	2.104970463999999986e+00
1.233696780000000048e+00	8.113411343999999970e-01	8.302175693999999662e-02	9.654488891000000406e-01	9.511482136000000143e-01	-1.631252475999999882e-02	-8.789597990999999944e-01	1.439855765999999981e+00	-2.158895828999999877e-01	6.629915308999999590e-01	1.422999845000000096e+00
1.370291781000000098e-01	-3.022107726000000105e-01	1.350993123999999934e+00	-8.577842896999999800e-01	8.921512704999999821e-01	1.443856516999999950e+00	-7.093350466000000187e-01	9.287779387000000275e-01	-1.718890248999999981e+00	9.852350618999999865e-01	-4.107892148000000243e-02
8.539583223000000167e-01	-4.151150675999999984e-01	-4.745916427999999909e-01	1.283408764000000035e+00	-1.317983528000000071e+00	1.952243961000000028e-01	1.296287817999999925e+00	-1.343364186999999932e+00	-3.787718672000000009e-01	1.554792877999999989e+00	-2.993710467999999847e-01
1.135876362000000084e+00	-8.935874687000000538e-01	2.344455752000000059e-01	8.709172037000000310e-01	-5.576201455000000529e-01	-1.273319357999999901e-01	-2.012468080000000104e+00	-3.304104539000000118e-01	1.036327910000000019e+00	9.100353653999999626e-01	2.028012953999999979e-01
4.005443002999999891e-01	-5.531056010999999689e-02	2.851965170000000160e+00	-8.641668298000000359e-01	-1.440037827999999909e+00	-1.015837491999999953e+00	6.775362260999999720e-01	2.851105426000000165e-01	-7.841669181000000544e-01	1.905647340999999939e-01	-7.011987835999999863e-01
6.429234206999999701e-01	-1.409088115000000085e+00	-4.999244465000000082e-01	-1.594675077999999913e-01	-1.683510059000000059e+00	-1.626918167999999998e+00	6.969162957000000214e-01	2.482267734999999975e-01	-5.458749003999999738e-01	4.682138981000000255e-01	-7.593278497000000016e-01
1.718730748999999891e+00	-1.553984243000000043e-01	1.703387463999999907e-01	-6.072633116000000220e-01	-1.374849570999999993e-01	2.630210762999999896e-01	-7.504975908000000029e-01	1.993117969000000045e-01	1.979447246999999965e+00	-1.376288241999999995e+00	-2.701383200999999956e-01
-3.234495175000000056e-01	-1.563993277000000015e+00	1.488140323000000098e+00	-1.150483557999999906e+00	-8.076688486999999972e-01	-8.112294750999999859e-01	-1.582229721999999894e+00	-2.202628279000000133e-01	-5.812282294999999710e-01	-1.330165908999999980e+00	-4.519866640999999907e-01
1.484424065000000015e+00	-6.161869301000000299e-01	-5.699491147999999896e-01	-1.836609838999999841e-02	7.227075464000000116e-01	6.990013554999999768e-01	1.347039134000000082e+00	-2.845048775999999835e-01	5.283397140000000158e-01	-7.123048357000000275e-01	-2.159770128999999983e+00
6.869544748000000478e-01	8.641587224000000234e-01	-1.227169439000000084e+00	4.412280766000000187e-01	7.915067842999999881e-01	-7.833927401000000401e-01	-1.541670652999999891e-01	1.406493049999999911e+00	-9.401577736999999768e-01	-3.443223403999999821e-01	5.377110209000000030e-01
-1.256406603999999927e-01	4.898204031000000236e-01	1.024913890000000105e+00	4.193096202999999772e-02	-7.689306167999999664e-01	7.536770455000000313e-01	2.658729837000000096e-01	-1.701599641000000052e+00	-1.368660172000000008e+00	-7.473341757999999446e-01	2.731666388999999806e-01
-3.553684689000000119e-01	-1.593050902000000102e+00	-9.553315961999999661e-01	2.199955426000000103e-01	-1.211118192000000017e-02	3.035714086999999894e-01	-6.468880949999999963e-01	-1.864078975000000027e-01	-4.722663161999999804e-01	-2.116102854000000200e+00	-1.445153786999999967e+00
9.205461561000000126e-01	1.080661684999999927e+00	-4.897885395000000086e-01	1.828236403999999871e-01	7.376049728000000361e-01	-1.568464872999999926e+00	1.557076246999999913e-01	7.918370858000000068e-01	-6.196767253999999614e-01	-6.647937211000000124e-01	5.533296564999999889e-01
1.185127646000000007e-01	1.297092050999999913e+00	4.155040743000000258e-01	-5.162039413000000243e-01	-8.948945212000000149e-01	1.110215095000000041e+00	2.906183686000000099e-01	-1.101116023999999971e+00	-7.054449687999999608e-01	-1.344913143000000089e+00	9.148230706000000378e-02
4.035521957000000326e-02	-6.694756166999999980e-01	1.020913130000000030e-01	-1.244190904000000097e+00	-1.045546765000000100e+00	-8.493547616000000078e-01	-4.927743191999999772e-01	2.671699324999999847e-01	5.094829056999999710e-03	-5.823811601000000032e-02	1.382999584999999865e-01
-6.204385559999999744e-01	2.548646193999999920e-01	8.898694874000000199e-02	-3.334688189000000191e-01	1.370065646000000026e+00	-6.777971467000000194e-01	9.399338498000000541e-01	-1.685617539000000109e+00	6.096409295000000395e-01	3.052159586000000036e-01	6.595929045999999740e-01
-5.271597592000000221e-01	1.958994380000000091e-01	-6.964721552999999510e-01	-1.622340106000000004e+00	4.329794732999999729e-01	1.395749837000000104e+00	-1.577860242999999940e-01	8.587337119000000296e-01	-7.138412948000000258e-01	5.828873579000000138e-01	2.516722543000000090e-01
-5.729657140999999676e-01	-3.339175112000000167e-01	-1.324600156000000029e+00	-1.646110954999999931e+00	-9.243424744999999554e-01	-7.987182994000000535e-01	3.802882313000000014e-01	8.652797363000000463e-02	5.139351210000000503e-01	1.206009180999999986e+00	1.195801405999999956e+00
-1.278991028000000085e+00	5.792593667000000002e-01	-6.142454520000000251e-01	-1.222358434000000021e-01	1.492456682000000034e+00	-4.075102818999999932e-01	1.091530823999999900e+00	-1.492303745000000070e+00	1.364927197000000092e+00	1.133849756000000042e+00	-6.271509132999999458e-01
-1.775266859000000030e+00	1.760957644000000100e+00	-8.554852697999999478e-01	8.781847981999999497e-01	6.597570862999999619e-01	1.024777119999999986e-01	-1.217398176999999970e+00	1.663693193999999931e+00	4.211884737000000101e-01	1.178614577999999913e+00	-1.674728781000000000e+00
-1.739713140999999963e+00	1.888817224000000072e+00	-6.842760321999999951e-01	5.690822651000000398e-01	-6.438872927000000024e-01	1.630298862999999931e+00	-9.020229435000000073e-01	-7.935123871999999468e-01	7.622081806999999598e-01	1.426544563999999904e-01	-2.049679311000000004e-01
